epoch,accuracy,loss,val_accuracy,val_loss
0,0.9472291469573975,0.17069880664348602,0.981166660785675,0.05830468237400055
1,0.9853125214576721,0.04670790210366249,0.9860000014305115,0.046416305005550385
2,0.9897083044052124,0.033458106219768524,0.9849166870117188,0.05011769011616707
3,0.9917500019073486,0.025702636688947678,0.9885833263397217,0.03769327700138092
4,0.9929166436195374,0.02099943533539772,0.9890000224113464,0.03743301331996918
5,0.9944583177566528,0.016657469794154167,0.9906666874885559,0.032600607722997665
6,0.9958124756813049,0.013331635855138302,0.9884166717529297,0.04163891077041626
7,0.9956458210945129,0.013076319359242916,0.9921666383743286,0.034457966685295105
8,0.9961249828338623,0.011871302500367165,0.9914166927337646,0.0361202172935009
