epoch,accuracy,loss,val_accuracy,val_loss
0,0.9937291741371155,0.02028457075357437,0.9927499890327454,0.02138747088611126
1,0.9937291741371155,0.018214024603366852,0.9944999814033508,0.018663210794329643
2,0.9956250190734863,0.013436020351946354,0.9917500019073486,0.026109863072633743
3,0.9960625171661377,0.012129119597375393,0.9940833449363708,0.01899191178381443
4,0.9963750243186951,0.010705341584980488,0.9939166903495789,0.018621526658535004
5,0.9968958497047424,0.00907418318092823,0.9947500228881836,0.0192743930965662
6,0.9981666803359985,0.005838633980602026,0.9935833215713501,0.024408729746937752
7,0.9970208406448364,0.00955647137016058,0.9923333525657654,0.028073925524950027
